Id,Gender,Country Code,Country,Living Zone,Age,Age Group,Children,Education Level,Full Time Job,Job Title,Job Code,Qs_Awareness,Qs_Vote,Qs_Effect,Qs_Arguments For,Qs_Arguments Against,Quantity
87999c80-d8e2-0133-b642,Male,DE,Germany,City,44 years old,40_65,Yes,High,Yes,Database Tester,0de6170ccbed08e62b2e5862d5846a43,I know something about it,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It might encourage people to stop working | It is against the principle of linking merit and reward,1
47ea3fd0-dacc-0133-7893,Female,DE,Germany,Urban,1990,26_39,Yes,Medium,No,,,I understand it fully,I would probably vote against it,Do more volunteering work,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,1
6a4026b0-dd44-0133-2dc3,Female,DE,Germany,Country,42 years old,40_65,Yes,High,Yes,Oracle Database Administrator (Oracle DBA),ced804d972b03cca6d523ec8925a7943,I have heard just a little about it,I would vote for it,Work as a freelancer,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses",It might encourage people to stop working | It is impossible to finance,1
fad3d930-db01-0133-5408,Male,DE,Germany,Urban,1987,26_39,No,Medium,No,,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,1
fae40a30-de27-0133-636a,Female,DE,Germany,City,44 years old,40_65,No,Medium,No,,,I know something about it,I would probably vote for it,None of the above,It creates more equality of opportunity,It increases dependence on the state,1
60b68660-da59-0133-d29b,Male,DE,Germany,Urban,1988,26_39,Yes,High,Yes,Data Entry Representative,996da29c84f5eed00da40c230f4c4078,I know something about it,I would probably vote for it,Gain additional skills,"It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit,1
fe2fc860-d8c5-0133-c197,Male,DE,Germany,City,49 years old,40_65,No,Medium,Yes,Data Management Associate,1f8576bdffa64f492405d02b842c41a6,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward,1
e8e1f1a0-da4b-0133-5193,Male,DE,Germany,City,1996,14_25,No,Medium,No,,,I have never heard of it,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working,1
a3fd41d0-d9a7-0133-5b96,Male,DE,Germany,Non-Rural,43 years old,40_65,No,Medium,Yes,Data Modeling Specialist,2173ff3afd8d28192f7cf119af201940,I have heard just a little about it,I would probably vote for it,Spend more time with my family,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,1
d3e0ecc0-d9af-0133-faa7,Female,DE,Germany,CountrySide,1987,26_39,No,Low,Yes,Database Administrator (DBA),086f0063610283d1c23c44bca4ef92c0,I have never heard of it,I would vote against it,Stop working,None of the above,It might encourage people to stop working,1
c0e75ee0-ddaa-0133-37dc,Female,DE,Germany,Country,54 years old,40_65,No,Medium,Yes,Data Storage Specialist,1a281bf4bd1fe9b2a6e464e508bea167,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It increases dependence on the state | It might encourage people to stop working,1
f1e6e090-dad1-0133-48e8,Male,DE,Germany,Country,38 years old,26_39,Yes,,Yes,Datastage Developer,bf7f43295d45cdced048c8126f977b6b,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,1
1c7b45f0-dcbf-0133-48b9,Female,DE,Germany,Country,48 years old,40_65,Yes,Medium,Yes,Data Center Operator,c34f03aa0a9c6edbe8ec50f4fa3687a8,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,1
882fac80-d904-0133-cb58,Male,DE,Germany,Country,1998,14_25,No,High,No,,,I know something about it,I would probably vote against it,Spend more time with my family,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | Only the people who need it most should get something from the state,1
63f1c2f0-da17-0133-a200,Female,DE,Germany,Rural,1992,0_13,No,Low,Yes,Crime Data Specialist,2ee80cf30e2483dfe0947adc0428f8c5,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
c11b6ce0-ddc3-0133-0dbe,Male,DE,Germany,Urban,41 years old,40_65,No,Medium,Yes,Head of Information Systems and Data Processing,3161063d378eecc4581c5cdee46a2a6c,I have never heard of it,I would vote against it,Stop working,None of the above,It might encourage people to stop working | It is impossible to finance,1
61197640-d8b0-0133-7282,Male,DE,Germany,City,47 years old,40_65,Yes,High,No,,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working | It increases dependence on the state | It is against the principle of linking merit and reward,1
883b3880-d99a-0133-aa62,Male,DE,Germany,Non-Rural,61 years old,40_65,No,,No,,,I understand it fully,I would vote for it,Work as a freelancer,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state,1
3aa0b440-da95-0133-3884,Male,DE,Germany,Urban,35 years old,26_39,Yes,High,Yes,Data Processing Auxiliary Equipment Operator,16b49a63ac3fcb90356c30187110ed94,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward | It increases dependence on the state,1
884e4fe0-dda1-0133-a5fb,Female,DE,Germany,Urban,63 years old,40_65,No,High,No,,,I have never heard of it,I would not vote,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state,1
612bdcc0-db83-0133-b5fe,Male,DE,Germany,Urban,48 years old,40_65,Yes,Medium,Yes,Data Base Design Analyst,477b53ef09d37f098d5ed74f47fcbaec,I have heard just a little about it,I would probably vote for it,Spend more time with my family,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,1
b857edc0-da47-0133-14ea,Male,DE,Germany,Non-Rural,43 years old,40_65,No,Medium,Yes,LiDAR Data Analyst,65b92572bca68ff9c49c930749fa348c,I know something about it,I would not vote,None of the above,It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,1
d4264a50-d976-0133-08b7,Male,DE,Germany,Urban,46 years old,40_65,Yes,Medium,Yes,Database Consultant,e55556364d2096578fd153e9800e826f,I understand it fully,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,1
6e31ab90-d981-0133-f671,Male,DE,Germany,CountrySide,44 years old,40_65,Yes,High,Yes,Database Engineer,16b67d7f57698455aefbc1ae1b358b50,I have heard just a little about it,I would probably vote against it,Spend more time with my family,"It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward,1
9a62f6f0-dad3-0133-4133,Female,DE,Germany,City,1998,14_25,No,Low,No,,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It might encourage people to stop working | Only the people who need it most should get something from the state,1
46832d90-da06-0133-098c,Female,DE,Germany,City,33 years old,26_39,Yes,Medium,No,,,I have heard just a little about it,I would vote against it,Spend more time with my family,None of the above,It is against the principle of linking merit and reward,1
d4598050-da10-0133-0104,Male,DE,Germany,Urban,31 years old,26_39,No,High,Yes,Database Manager,a4d5b8b38f9513825d0d94a981ebe962,I understand it fully,I would vote for it,Gain additional skills,It creates more equality of opportunity | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is impossible to finance | It is against the principle of linking merit and reward,1
5860c430-d8be-0133-0e3e,Female,DE,Germany,Rural,54 years old,40_65,Yes,Low,Yes,Databases Computer Consultant,ec3d88b2fd083b870b8c5a603898ed39,I know something about it,I would probably vote for it,Work less,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,1
1cd6bd20-debf-0133-65d8,Male,DE,Germany,CountrySide,60 years old,40_65,Yes,Medium,Yes,Database Designer,569da68cdcac43a3b4a0126ea9170570,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases appreciation for household work and volunteering,It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,1
b88d7260-da48-0133-3ca8,Male,DE,Germany,City,41 years old,40_65,Yes,High,Yes,Data Processing Services Sales Representative,f670246beda8187fbe875401e7bc4ba6,I know something about it,I would probably vote for it,Gain additional skills,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It might encourage people to stop working | It is impossible to finance,1
eb58c740-d8f7-0133-b3fe,Female,DE,Germany,CountrySide,39 years old,26_39,Yes,Low,No,,,I have heard just a little about it,I would probably vote against it,Look for a different job,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,None of the above,1
3116a210-da4c-0133-5369,Male,DE,Germany,CountrySide,1998,14_25,No,Medium,No,,,I know something about it,I would vote for it,Gain additional skills,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,1
ae44e420-dada-0133-5e4d,Male,DE,Germany,Country,45 years old,40_65,Yes,,Yes,Electronic Data Processing Auditor (EDP Auditor),90c5430dbc810aec8695af2f1f4c42e8,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,1
cb4ff5a0-dba4-0133-22c4,Male,DE,Germany,Urban,52 years old,40_65,Yes,Medium,Yes,SQL Database Administrator,d9e964a222fdd9527319ad88adbfaa2e,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It increases dependence on the state | It might encourage people to stop working | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,1
9ac64320-d9ff-0133-f27f,Female,DE,Germany,Rural,1999,14_25,No,,No,,,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It might encourage people to stop working | It increases dependence on the state | Only the people who need it most should get something from the state | It is impossible to finance,1
fba4e1b0-dc07-0133-ea16,Male,DE,Germany,Country,45 years old,40_65,Yes,Medium,Yes,Database Development and Administration Project Manager,3833bd699e7afe4665b595f282da0387,I have never heard of it,I would probably vote for it,Spend more time with my family,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,1
fee25850-dec4-0133-28ae,Female,DE,Germany,Urban,41 years old,40_65,Yes,Low,Yes,Geographic Information Systems Data Manager (GIS Data Manager),5e93fd1a58c8a67b295f69d87d1a940d,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases appreciation for household work and volunteering,It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,1
f2951750-da4f-0133-c38c,Female,DE,Germany,Urban,1991,14_25,No,Medium,Yes,"Engineer, System Electronic Data Processing (Engineer, System EDP)",a2a9fbe67b4aa2b551ba0f3adac90a99,I know something about it,I would probably vote for it,Spend more time with my family,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,1
a4f855b0-da1a-0133-ad57,Male,DE,Germany,Urban,41 years old,40_65,Yes,Medium,Yes,Data Modeling Specialist,2173ff3afd8d28192f7cf119af201940,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It creates more equality of opportunity",None of the above,1
be6a69c0-da4e-0133-4d4d,Male,DE,Germany,Country,45 years old,40_65,No,No,No,,,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It is against the principle of linking merit and reward,1
951e89f0-d957-0133-65bb,Male,DE,Germany,City,43 years old,40_65,No,Medium,No,,,I know something about it,I would probably vote for it,Look for a different job,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit,1
fbd5dc50-dabd-0133-bfdb,Female,DE,Germany,Urban,32 years old,26_39,Yes,Medium,No,,,I know something about it,I would probably vote against it,Spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance | It is against the principle of linking merit and reward | It increases dependence on the state,1
c8891bc0-d9e5-0133-2239,Female,DE,Germany,City,44 years old,40_65,Yes,Medium,Yes,Data Collection Technician,437e4414c78611a270a5cedb4b4c0eed,I have heard just a little about it,I would not vote,None of the above,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state,1
820241f0-de1b-0133-0cea,Female,DE,Germany,Urban,44 years old,40_65,Yes,Low,Yes,Data Officer,775190277a849cba701b306a7b374c0a,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
dae04ca0-df2a-0133-0d4a,Male,DE,Germany,Country,56 years old,40_65,Yes,Medium,No,,,I know something about it,I would vote against it,Spend more time with my family,It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs,It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward,1
20d232a0-da48-0133-59ba,Female,DE,Germany,Country,1997,14_25,No,Medium,Yes,Data Transcriber,fd69391dc29c83d5ad744daa57de0175,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
e214ef70-deed-0133-2414,Male,DE,Germany,Non-Rural,41 years old,40_65,No,Medium,Yes,Data Sciences Director,d0abc47e83e7d85921e113f85175547a,I know something about it,I would probably vote for it,Gain additional skills,"It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance | It increases dependence on the state | Only the people who need it most should get something from the state,1
b9d68ac0-dacd-0133-7c3a,Male,DE,Germany,CountrySide,62 years old,40_65,Yes,High,No,,,I have heard just a little about it,I would vote for it,Gain additional skills,"It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working,1
45ffdbf0-d94f-0133-589e,Male,DE,Germany,Country,39 years old,26_39,No,High,Yes,Automatic Data Processing Planner (ADP Planner),a33662485eb4ad97096183db945308f4,I know something about it,I would vote for it,Spend more time with my family,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,1
5bdf7e60-da8e-0133-cd21,Male,DE,Germany,Urban,33 years old,26_39,No,Medium,Yes,Data Processing Consultant,894ca61c22718617c7e2404f582153da,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It is impossible to finance,1
f5e67ee0-dae4-0133-3957,Male,DE,Germany,Rural,49 years old,40_65,No,Medium,Yes,Data Scientist,8a7a3f1bce0958ae9f090683e5a925b7,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,1
5becab50-de6a-0133-7135,Female,DE,Germany,Rural,1996,0_13,No,Low,Yes,Data Communications Analyst,ccd7528fb38f16077360c5b67c9700c4,I have heard just a little about it,I would probably vote for it,Spend more time with my family,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It increases dependence on the state | It might encourage people to stop working,1
78dcf060-df0b-0133-fdf4,Male,DE,Germany,Rural,55 years old,40_65,Yes,Low,Yes,Data Specialist,af6630abd24c19f77cfba94aa4e3b7e1,I know something about it,I would probably vote against it,Stop working,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,1
1a73b570-dc29-0133-55b9,Female,DE,Germany,City,58 years old,40_65,No,Medium,Yes,Computer or Data Processing Systems Consultant,fcaf4aac737e53ad24b9f32f08b8740f,I have heard just a little about it,I would probably vote for it,Spend more time with my family,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,1
3bcb0180-d9b6-0133-9673,Male,DE,Germany,Rural,1999,0_13,No,,No,,,I know something about it,I would vote for it,Work less,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance,1
9eb2b6c0-da0f-0133-fdec,Female,DE,Germany,Country,39 years old,26_39,Yes,Medium,No,,,I know something about it,I would probably vote for it,Gain additional skills,"It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,1
0a0c6e60-da32-0133-b195,Male,DE,Germany,Rural,1996,14_25,No,High,Yes,SCADA Operator (Supervisory Control and Data Acquisition Operator),c3b5ebd7b88c20786f11e87846c7d6ae,I know something about it,I would probably vote for it,Work as a freelancer,It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses,It is impossible to finance | It increases dependence on the state | It is against the principle of linking merit and reward,1
75a206b0-de8e-0133-7f6d,Male,DE,Germany,Urban,40 years old,40_65,Yes,Low,No,,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | It increases dependence on the state,1
cbec58a0-ddef-0133-18a4,Female,DE,Germany,CountrySide,44 years old,40_65,Yes,Low,No,,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | It increases dependence on the state,1
f6106c90-d9d3-0133-ceff,Male,DE,Germany,CountrySide,35 years old,26_39,Yes,No,No,,,I know something about it,I would vote for it,Gain additional skills,It encourages financial independence and self-responsibility,None of the above,1
bbefe750-da29-0133-4437,Male,DE,Germany,Rural,35 years old,26_39,Yes,Low,Yes,Data Officer,775190277a849cba701b306a7b374c0a,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,1
ff8b08d0-da97-0133-3fad,Male,DE,Germany,Rural,43 years old,40_65,No,Medium,No,,,I know something about it,I would vote for it,Do more volunteering work,It creates more equality of opportunity | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state | It increases dependence on the state | It might encourage people to stop working,1
b2c337d0-dbfc-0133-76b2,Male,DE,Germany,CountrySide,63 years old,40_65,No,High,Yes,Database Engineer,16b67d7f57698455aefbc1ae1b358b50,I have heard just a little about it,I would probably vote against it,Spend more time with my family,None of the above,None of the above,1
c3531b40-d8d9-0133-9465,Female,DE,Germany,Urban,47 years old,40_65,Yes,Medium,Yes,"Engineer, System Electronic Data Processing (Engineer, System EDP)",a2a9fbe67b4aa2b551ba0f3adac90a99,I have heard just a little about it,I would vote against it,Work as a freelancer,None of the above,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working | It increases dependence on the state,1
a6b281b0-da40-0133-dd09,Male,DE,Germany,Rural,42 years old,40_65,Yes,Medium,Yes,Database Management System Specialist (DBMS Specialist),41b2978a2c07c5f477e60f26372d6c85,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,1
2a3691c0-d94f-0133-587d,Male,DE,Germany,Rural,35 years old,26_39,Yes,Medium,Yes,Electronic Data Interchange System Developer (EDI System Developer),132aa9e82c5d4c8a395342d0a6e22c5c,I know something about it,I would probably vote against it,Spend more time with my family,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | It might encourage people to stop working,1
b97b2bd0-dc68-0133-7222,Female,DE,Germany,CountrySide,61 years old,40_65,Yes,Medium,No,,,I know something about it,I would not vote,Spend more time with my family,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It creates more equality of opportunity",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance | It increases dependence on the state | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,1
af51e950-db5f-0133-f644,Female,DE,Germany,Rural,35 years old,26_39,Yes,Low,No,,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,1
4ff03760-da6d-0133-338b,Male,DE,Germany,Rural,1990,26_39,Yes,Medium,Yes,Data Storage Specialist,1a281bf4bd1fe9b2a6e464e508bea167,I have heard just a little about it,I would vote against it,Work less,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | It is impossible to finance | It is against the principle of linking merit and reward | It might encourage people to stop working,1
a8f8a6d0-d9b6-0133-9862,Male,DE,Germany,Urban,1997,14_25,No,Low,Yes,Database Analyst,00bff17fca67555d8d86e8ead86dcd70,I know something about it,I would probably vote for it,Gain additional skills,"It increases solidarity, because it is funded by everyone",It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,1
3c4efae0-da9c-0133-1f75,Male,DE,Germany,City,35 years old,26_39,Yes,High,Yes,Data Systems Manager,800b621aab5dac18f4caef621fa43a49,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses",It might encourage people to stop working | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It increases dependence on the state,1
c602e0c0-db29-0133-cae7,Male,DE,Germany,City,1988,26_39,No,Medium,Yes,Data Processing Consultant,894ca61c22718617c7e2404f582153da,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance | Only the people who need it most should get something from the state | It might encourage people to stop working,1
af6822f0-dc09-0133-857f,Male,DE,Germany,Non-Rural,44 years old,40_65,No,,Yes,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",f05d2014d4a9adaab50fa1e0ca6f6c8c,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,1
626d8ab0-dbfb-0133-6ff1,Male,DE,Germany,Non-Rural,47 years old,40_65,Yes,Medium,Yes,Database Engineer,16b67d7f57698455aefbc1ae1b358b50,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It is impossible to finance,1
3c9cf730-db49-0133-4695,Female,DE,Germany,CountrySide,41 years old,40_65,Yes,Medium,No,,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It is impossible to finance,1
0146f5e0-d971-0133-cab4,Male,DE,Germany,Urban,1987,26_39,No,High,Yes,Data Officer,775190277a849cba701b306a7b374c0a,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state,1
46c7ce10-da4d-0133-f255,Female,DE,Germany,CountrySide,1997,14_25,No,Low,No,,,I have never heard of it,I would vote for it,Spend more time with my family,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility,It might encourage people to stop working | It is against the principle of linking merit and reward,1
59c2eb90-db4f-0133-3eb9,Male,DE,Germany,City,32 years old,26_39,Yes,Low,Yes,Electronic Data Processing Auditor (EDP Auditor),90c5430dbc810aec8695af2f1f4c42e8,I have never heard of it,I would vote for it,Spend more time with my family,"It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is impossible to finance,1
14c93600-de3f-0133-6f87,Female,DE,Germany,City,1987,26_39,Yes,Medium,Yes,Database Consultant,e55556364d2096578fd153e9800e826f,I know something about it,I would vote for it,Spend more time with my family,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,1
0a95bdb0-da7a-0133-8082,Male,DE,Germany,Rural,45 years old,40_65,No,Medium,Yes,Data Processing Consultant,894ca61c22718617c7e2404f582153da,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is against the principle of linking merit and reward,1
899c7590-d9bd-0133-bc58,Female,DE,Germany,Rural,36 years old,26_39,Yes,Low,No,,,I know something about it,I would vote for it,Gain additional skills,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,1
bc7fa320-de4a-0133-0990,Female,DE,Germany,Urban,1991,14_25,No,Low,No,,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
878426b0-ddae-0133-b563,Male,DE,Germany,Urban,45 years old,40_65,No,High,Yes,Database Analyst,00bff17fca67555d8d86e8ead86dcd70,I know something about it,I would vote for it,Spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working,1
c2bc35d0-de04-0133-c977,Female,DE,Germany,Country,46 years old,40_65,No,High,Yes,Data Communications Analyst,ccd7528fb38f16077360c5b67c9700c4,I have heard just a little about it,I would vote against it,Work less,None of the above,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,1
